date,Arabian Sea heatwave_share,Arabian Sea deep_share_of_heatwave,Bay of Bengal heatwave_share,Bay of Bengal deep_share_of_heatwave
2023-11-18,0.7497289763047855,0.5785994629208842,0.21423312883435583,0.14432989690721648
2023-11-19,0.790610912482512,0.5843491938655132,0.18921544814185087,0.16174582798459564
2023-11-20,0.8171230720805792,0.589175654853621,0.18630070439640514,0.1577574967405476
2023-11-21,0.7971241012816506,0.5843137254901961,0.2057335581787521,0.17330210772833723
2023-11-22,0.783068783068783,0.5892289348171701,0.25716349626775825,0.15543071161048688
2023-11-23,0.8036159600997507,0.5907680372381692,0.3486127864897467,0.1328719723183391
2023-11-24,0.81738859457775,0.5789172703011819,0.3180599561296612,0.12950191570881225
2023-11-25,0.8226059654631083,0.5755725190839694,0.2906666666666667,0.13344453711426188
2023-11-26,0.8265625,0.5638941398865784,0.2826034357609485,0.11301369863013698
2023-11-27,0.7502334267040149,0.5575606720597387,0.26581361661033315,0.09900090826521345
2023-11-28,0.7129890453834116,0.5520193151887621,0.3433196424257067,0.08374384236453201
2023-11-29,0.742462311557789,0.5545685279187818,0.26951897510273143,0.06816143497757847
2023-11-30,0.7748199185718759,0.5505254648342764,0.2725084256138662,0.0627208480565371
2023-12-01,0.7564742589703588,0.5440296968447103,0.2298076923076923,0.08368200836820083
2023-12-02,0.7099438902743143,0.5470911086717892,0.11916225324987964,0.06868686868686869
2023-12-03,0.6557479332397442,0.54686013320647,0.13146447559207347,0.05330882352941176
2023-12-04,0.5925983760149907,0.5438735177865612,0.08555635664503725,0.016853932584269662
2023-12-05,0.4809065507606333,0.513557133634603,0.14440956290751025,0.02508361204013378
2023-12-06,0.4907219709964135,0.4988878296790594,0.21414728682170542,0.03167420814479638
2023-12-07,0.485518530052943,0.4817190506735087,0.41907090464547675,0.051925320886814466
2023-12-08,0.5040260142458965,0.4731182795698925,0.5237621298830555,0.0508313539192399
2023-12-09,0.5058823529411764,0.46817625458996326,0.48533467034344446,0.05371900826446281
2023-12-10,0.5213329180940517,0.4778972520908005,0.44679226069246436,0.035327635327635325
2023-12-11,0.550859485885507,0.4826796450042943,0.3514558103581551,0.04252199413489736
2023-12-12,0.48491951867479294,0.5046728971962616,0.36414423565261556,0.00906555090655509
2023-12-13,0.4666980097163454,0.48253861652115515,0.3635901347571828,0.005594405594405594
2023-12-14,0.5618484518437841,0.4887842702852395,0.3746822572445348,0.005427408412483039
2023-12-15,0.6236813100299166,0.4880080787679879,0.2791591899512945,0.006427915518824609
2023-12-16,0.6411588726184853,0.47003929273084477,0.21756999743128694,0.004722550177095631
2023-12-17,0.6424616358171176,0.4432405811376508,0.2991518889745567,0.011168384879725086
2023-12-18,0.5403697266550798,0.45964912280701753,0.2918891431477244,0.020905923344947737
2023-12-19,0.5109409190371991,0.4625267665952891,0.3372304494673941,0.040832049306625574
2023-12-20,0.45863365716076465,0.4837717799795012,0.33151041666666664,0.04556166535742341
2023-12-21,0.483398285268901,0.4837149306675266,0.34527518172377986,0.045112781954887216
2023-12-22,0.5418578889064726,0.4798481308411215,0.33486825275006393,0.06569900687547746
2023-12-23,0.5454975555906009,0.49320612893899973,0.3096358682189745,0.0752
2023-12-24,0.5760178117048346,0.5201546107123136,0.3421499636010677,0.08297872340425531
2023-12-25,0.622781542433043,0.522020725388601,0.2930120481927711,0.10444078947368421
2023-12-26,0.6441747572815534,0.5297663903541824,0.3158527784459947,0.11119573495811119
2023-12-27,0.6842020071220459,0.5479063165365508,0.2539797395079595,0.09211775878442545
2023-12-28,0.7250608272506083,0.5568232662192394,0.23017779913503122,0.11377870563674322
2023-12-29,0.7121458808205796,0.571787837219936,0.24074074074074073,0.16483516483516483
2023-12-30,0.6981563060858215,0.5877541481654592,0.2074251497005988,0.18937644341801385
2023-12-31,0.7315162395952343,0.5908076751450245,0.1812274368231047,0.22709163346613545
